TIME[UTC],LAT[deg],LON[deg],ALT[km]
1 Jan 2020 20:25:18.000000000,-39.8615320024515,-60.2855411905387,608.744369134053
1 Jan 2020 20:25:19.000000000,-39.800440289423,-60.304357496175,608.721969508023
1 Jan 2020 20:25:20.000000000,-39.7393459551184,-60.3231480031518,608.699578052569
1 Jan 2020 20:25:21.000000000,-39.6782490069596,-60.3419128119062,608.677194872991
1 Jan 2020 20:25:22.000000000,-39.6171494523391,-60.3606520224185,608.654820074543
1 Jan 2020 20:25:23.000000000,-39.5560472986202,-60.3793657342072,608.632453762454
1 Jan 2020 20:25:24.000000000,-39.4949425531372,-60.3980540463409,608.610096041906
1 Jan 2020 20:25:25.000000000,-39.4338352231956,-60.4167170574316,608.587747018048
1 Jan 2020 20:25:26.000000000,-39.3727253160726,-60.435354865647,608.565406795997
1 Jan 2020 20:25:27.000000000,-39.3116128390166,-60.4539675687032,608.543075480819
1 Jan 2020 20:25:28.000000000,-39.2504977992481,-60.4725552638776,608.520753177552
1 Jan 2020 20:25:29.000000000,-39.1893802039594,-60.4911180480026,608.498439991186
1 Jan 2020 20:25:30.000000000,-39.1282600603153,-60.5096560174717,608.47613602668
1 Jan 2020 20:25:31.000000000,-39.0671373754525,-60.5281692682463,608.453841388944
1 Jan 2020 20:25:32.000000000,-39.0060121564807,-60.5466578958495,608.431556182853
1 Jan 2020 20:25:33.000000000,-38.9448844104822,-60.565121995378,608.409280513238
1 Jan 2020 20:25:34.000000000,-38.883754144512,-60.5835616614954,608.387014484886
1 Jan 2020 20:25:35.000000000,-38.8226213655986,-60.6019769884445,608.364758202548
1 Jan 2020 20:25:36.000000000,-38.7614860807436,-60.6203680700395,608.342511770927
1 Jan 2020 20:25:37.000000000,-38.700348296922,-60.6387349996789,608.320275294682
1 Jan 2020 20:25:38.000000000,-38.6392080210827,-60.6570778703388,608.29804887843
1 Jan 2020 20:25:39.000000000,-38.578065260148,-60.6753967745795,608.275832626745
1 Jan 2020 20:25:40.000000000,-38.5169200210147,-60.6936918045515,608.253626644152
1 Jan 2020 20:25:41.000000000,-38.4557723105534,-60.711963051989,608.231431035137
1 Jan 2020 20:25:42.000000000,-38.3946221356093,-60.7302106082227,608.20924590413
1 Jan 2020 20:25:43.000000000,-38.3334695030021,-60.7484345641718,608.187071355526
1 Jan 2020 20:25:44.000000000,-38.2723144195259,-60.7666350103566,608.164907493666
1 Jan 2020 20:25:45.000000000,-38.2111568919501,-60.7848120368907,608.142754422842
1 Jan 2020 20:25:46.000000000,-38.1499969270189,-60.8029657334936,608.120612247308
1 Jan 2020 20:25:47.000000000,-38.0888345314517,-60.8210961894837,608.09848107126
1 Jan 2020 20:25:48.000000000,-38.0276697119433,-60.8392034937864,608.076360998847
1 Jan 2020 20:25:49.000000000,-37.9665024751641,-60.8572877349333,608.054252134171
1 Jan 2020 20:25:50.000000000,-37.9053328277601,-60.8753490010682,608.032154581281
1 Jan 2020 20:25:51.000000000,-37.8441607763532,-60.8933873799475,608.010068444182
1 Jan 2020 20:25:52.000000000,-37.7829863275414,-60.9114029589379,607.987993826821
1 Jan 2020 20:25:53.000000000,-37.7218094878988,-60.9293958250278,607.965930833096
1 Jan 2020 20:25:54.000000000,-37.6606302639758,-60.9473660648195,607.943879566855
1 Jan 2020 20:25:55.000000000,-37.5994486622994,-60.9653137645426,607.92184013189
1 Jan 2020 20:25:56.000000000,-37.5382646893733,-60.983239010041,607.899812631945
1 Jan 2020 20:25:57.000000000,-37.4770783516779,-61.0011418867931,607.877797170707
1 Jan 2020 20:25:58.000000000,-37.4158896556706,-61.0190224798993,607.855793851809
1 Jan 2020 20:25:59.000000000,-37.354698607786,-61.0368808740902,607.833802778831
1 Jan 2020 20:26:00.000000000,-37.2935052144358,-61.0547171537318,607.811824055302
1 Jan 2020 20:26:01.000000000,-37.2323094820094,-61.0725314028188,607.789857784688
1 Jan 2020 20:26:02.000000000,-37.1711114168736,-61.0903237049873,607.767904070405
1 Jan 2020 20:26:03.000000000,-37.1099110253729,-61.1080941435062,607.74596301581
1 Jan 2020 20:26:04.000000000,-37.0487083138299,-61.1258428012898,607.724034724203
1 Jan 2020 20:26:05.000000000,-36.9875032885449,-61.1435697608893,607.702119298832
1 Jan 2020 20:26:06.000000000,-36.9262959557967,-61.1612751045057,607.680216842878
1 Jan 2020 20:26:07.000000000,-36.8650863218422,-61.1789589139819,607.658327459471
1 Jan 2020 20:26:08.000000000,-36.8038743929169,-61.1966212708097,607.636451251681
1 Jan 2020 20:26:09.000000000,-36.7426601752349,-61.2142622561347,607.614588322516
1 Jan 2020 20:26:10.000000000,-36.6814436749889,-61.2318819507498,607.592738774928
1 Jan 2020 20:26:11.000000000,-36.6202248983506,-61.2494804351073,607.570902711805
1 Jan 2020 20:26:12.000000000,-36.5590038514708,-61.2670577893106,607.549080235977
1 Jan 2020 20:26:13.000000000,-36.4977805404794,-61.2846140931264,607.527271450214
1 Jan 2020 20:26:14.000000000,-36.4365549714857,-61.3021494259766,607.505476457221
1 Jan 2020 20:26:15.000000000,-36.3753271505782,-61.31966386695,607.483695359641
1 Jan 2020 20:26:16.000000000,-36.3140970838253,-61.3371574947958,607.461928260059
1 Jan 2020 20:26:17.000000000,-36.252864777275,-61.3546303879288,607.440175260991
1 Jan 2020 20:26:18.000000000,-36.1916302369551,-61.3720826244358,607.418436464892
1 Jan 2020 20:26:19.000000000,-36.1303934688735,-61.3895142820678,607.396711974151
1 Jan 2020 20:26:20.000000000,-36.0691544790182,-61.4069254382524,607.375001891097
1 Jan 2020 20:26:21.000000000,-36.0079132733573,-61.4243161700856,607.353306317991
1 Jan 2020 20:26:22.000000000,-35.9466698578395,-61.4416865543437,607.331625357029
1 Jan 2020 20:26:23.000000000,-35.885424238394,-61.4590366674747,607.30995911034
1 Jan 2020 20:26:24.000000000,-35.8241764209305,-61.4763665856109,607.288307679984
1 Jan 2020 20:26:25.000000000,-35.7629264113397,-61.4936763845611,607.26667116796
1 Jan 2020 20:26:26.000000000,-35.701674215493,-61.510966139818,607.245049676196
1 Jan 2020 20:26:27.000000000,-35.640419839243,-61.528235926557,607.223443306553
1 Jan 2020 20:26:28.000000000,-35.5791632884233,-61.5454858196422,607.201852160821
1 Jan 2020 20:26:29.000000000,-35.5179045688489,-61.5627158936255,607.180276340724
1 Jan 2020 20:26:30.000000000,-35.4566436863162,-61.5799262227442,607.158715947915
1 Jan 2020 20:26:31.000000000,-35.3953806466031,-61.5971168809323,607.137171083979
1 Jan 2020 20:26:32.000000000,-35.3341154554693,-61.6142879418113,607.115641850426
1 Jan 2020 20:26:33.000000000,-35.272848118656,-61.6314394787026,607.094128348705
1 Jan 2020 20:26:34.000000000,-35.2115786418865,-61.64857156462,607.072630680177
1 Jan 2020 20:26:35.000000000,-35.1503070308661,-61.6656842722769,607.051148946147
1 Jan 2020 20:26:36.000000000,-35.0890332912822,-61.6827776740848,607.029683247842
1 Jan 2020 20:26:37.000000000,-35.0277574288045,-61.6998518421606,607.008233686414
1 Jan 2020 20:26:38.000000000,-34.966479449085,-61.7169068483206,606.986800362941
1 Jan 2020 20:26:39.000000000,-34.9051993577584,-61.7339427640854,606.965383378436
1 Jan 2020 20:26:40.000000000,-34.8439171604417,-61.750959660686,606.943982833827
1 Jan 2020 20:26:41.000000000,-34.7826328627349,-61.7679576090563,606.922598829971
1 Jan 2020 20:26:42.000000000,-34.7213464702206,-61.7849366798449,606.90123146765
1 Jan 2020 20:26:43.000000000,-34.6600579884646,-61.8018969434063,606.879880847574
1 Jan 2020 20:26:44.000000000,-34.5987674230157,-61.818838469813,606.858547070371
1 Jan 2020 20:26:45.000000000,-34.5374747794056,-61.8357613288468,606.837230236594
1 Jan 2020 20:26:46.000000000,-34.4761800631498,-61.8526655900105,606.81593044672
1 Jan 2020 20:26:47.000000000,-34.4148832797468,-61.8695513225205,606.794647801149
1 Jan 2020 20:26:48.000000000,-34.3535844346786,-61.8864185953125,606.773382400201
1 Jan 2020 20:26:49.000000000,-34.2922835334113,-61.9032674770465,606.752134344117
1 Jan 2020 20:26:50.000000000,-34.2309805813941,-61.9200980360995,606.730903733062
1 Jan 2020 20:26:51.000000000,-34.1696755840605,-61.9369103405774,606.709690667116
1 Jan 2020 20:26:52.000000000,-34.1083685468277,-61.953704458306,606.688495246285
1 Jan 2020 20:26:53.000000000,-34.047059475097,-61.9704804568431,606.667317570491
1 Jan 2020 20:26:54.000000000,-33.9857483742541,-61.9872384034709,606.646157739577
1 Jan 2020 20:26:55.000000000,-33.9244352496685,-62.0039783652012,606.625015853302
1 Jan 2020 20:26:56.000000000,-33.8631201066946,-62.0207004087807,606.603892011344
1 Jan 2020 20:26:57.000000000,-33.8018029506707,-62.0374046006838,606.582786313299
1 Jan 2020 20:26:58.000000000,-33.7404837869203,-62.0540910071241,606.561698858684
1 Jan 2020 20:26:59.000000000,-33.679162620751,-62.0707596940455,606.540629746922
1 Jan 2020 20:27:00.000000000,-33.6178394574556,-62.0874107271343,606.51957907736
1 Jan 2020 20:27:01.000000000,-33.5565143023115,-62.1040441718098,606.498546949265
1 Jan 2020 20:27:02.000000000,-33.4951871605813,-62.1206600932364,606.477533461807
1 Jan 2020 20:27:03.000000000,-33.4338580375125,-62.1372585563161,606.45653871408
1 Jan 2020 20:27:04.000000000,-33.3725269383379,-62.1538396256946,606.435562805093
1 Jan 2020 20:27:05.000000000,-33.3111938682756,-62.1704033657605,606.414605833758
1 Jan 2020 20:27:06.000000000,-33.2498588325289,-62.1869498406505,606.393667898914
1 Jan 2020 20:27:07.000000000,-33.1885218362868,-62.2034791142482,606.372749099301
1 Jan 2020 20:27:08.000000000,-33.1271828847237,-62.2199912501814,606.35184953358
1 Jan 2020 20:27:09.000000000,-33.0658419829997,-62.2364863118328,606.330969300323
1 Jan 2020 20:27:10.000000000,-33.0044991362608,-62.2529643623307,606.310108498007
1 Jan 2020 20:27:11.000000000,-32.9431543496386,-62.2694254645612,606.289267225024
1 Jan 2020 20:27:12.000000000,-32.8818076282509,-62.2858696811598,606.268445579677
1 Jan 2020 20:27:13.000000000,-32.8204589772014,-62.3022970745184,606.247643660182
1 Jan 2020 20:27:14.000000000,-32.7591084015799,-62.318707706784,606.226861564652
1 Jan 2020 20:27:15.000000000,-32.6977559064626,-62.3351016398651,606.206099391126
1 Jan 2020 20:27:16.000000000,-32.6364014969118,-62.351478935425,606.185357237543
1 Jan 2020 20:27:17.000000000,-32.5750451779765,-62.3678396548874,606.164635201748
1 Jan 2020 20:27:18.000000000,-32.5136869546918,-62.3841838594414,606.143933381498
1 Jan 2020 20:27:19.000000000,-32.4523268320798,-62.4005116100336,606.123251874452
1 Jan 2020 20:27:20.000000000,-32.3909648151491,-62.41682296738,606.102590778182
1 Jan 2020 20:27:21.000000000,-32.3296009088949,-62.4331179919567,606.081950190161
1 Jan 2020 20:27:22.000000000,-32.2682351182995,-62.4493967440114,606.061330207774
1 Jan 2020 20:27:23.000000000,-32.2068674483321,-62.4656592835548,606.040730928305
1 Jan 2020 20:27:24.000000000,-32.1454979039488,-62.4819056703716,606.020152448948
1 Jan 2020 20:27:25.000000000,-32.0841264900929,-62.4981359640131,605.999594866794
1 Jan 2020 20:27:26.000000000,-32.022753211695,-62.5143502238021,605.979058278845
1 Jan 2020 20:27:27.000000000,-31.9613780736729,-62.530548508838,605.958542782004
1 Jan 2020 20:27:28.000000000,-31.9000010809316,-62.5467308779891,605.938048473076
1 Jan 2020 20:27:29.000000000,-31.8386222383639,-62.5628973899042,605.917575448771
1 Jan 2020 20:27:30.000000000,-31.7772415508498,-62.5790481030032,605.897123805698
1 Jan 2020 20:27:31.000000000,-31.7158590232571,-62.5951830754887,605.876693640368
1 Jan 2020 20:27:32.000000000,-31.6544746604414,-62.6113023653371,605.856285049196
1 Jan 2020 20:27:33.000000000,-31.5930884672458,-62.6274060303098,605.835898128498
1 Jan 2020 20:27:34.000000000,-31.5317004485015,-62.6434941279455,605.815532974482
1 Jan 2020 20:27:35.000000000,-31.4703106090276,-62.6595667155653,605.795189683269
1 Jan 2020 20:27:36.000000000,-31.4089189536312,-62.6756238502776,605.774868350866
1 Jan 2020 20:27:37.000000000,-31.3475254871074,-62.6916655889701,605.754569073187
1 Jan 2020 20:27:38.000000000,-31.2861302142398,-62.7076919883215,605.734291946044
1 Jan 2020 20:27:39.000000000,-31.2247331397998,-62.7237031047925,605.714037065142
1 Jan 2020 20:27:40.000000000,-31.1633342685476,-62.7396989946365,605.693804526088
1 Jan 2020 20:27:41.000000000,-31.1019336052316,-62.7556797138914,605.673594424384
1 Jan 2020 20:27:42.000000000,-31.0405311545886,-62.7716453183913,605.653406855428
1 Jan 2020 20:27:43.000000000,-30.9791269213442,-62.7875958637533,605.633241914516
1 Jan 2020 20:27:44.000000000,-30.9177209102125,-62.803531405394,605.613099696842
1 Jan 2020 20:27:45.000000000,-30.8563131258964,-62.8194519985229,605.592980297485
1 Jan 2020 20:27:46.000000000,-30.7949035730876,-62.8353576981399,605.572883811431
1 Jan 2020 20:27:47.000000000,-30.7334922564665,-62.8512485590461,605.552810333551
1 Jan 2020 20:27:48.000000000,-30.6720791807028,-62.8671246358341,605.532759958617
1 Jan 2020 20:27:49.000000000,-30.6106643504549,-62.8829859828997,605.512732781286
1 Jan 2020 20:27:50.000000000,-30.5492477703704,-62.8988326544323,605.492728896115
1 Jan 2020 20:27:51.000000000,-30.4878294450861,-62.914664704428,605.472748397554
1 Jan 2020 20:27:52.000000000,-30.4264093792281,-62.930482186675,605.452791379938
1 Jan 2020 20:27:53.000000000,-30.3649875774117,-62.9462851547712,605.432857937496
1 Jan 2020 20:27:54.000000000,-30.3035640442416,-62.9620736621164,605.412948164354
1 Jan 2020 20:27:55.000000000,-30.242138784312,-62.9778477619122,605.393062154521
1 Jan 2020 20:27:56.000000000,-30.1807118022066,-62.9936075071665,605.373200001899
1 Jan 2020 20:27:57.000000000,-30.1192831024988,-63.0093529506925,605.353361800283
1 Jan 2020 20:27:58.000000000,-30.0578526897514,-63.0250841451141,605.33354764335
1 Jan 2020 20:27:59.000000000,-29.9964205685173,-63.0408011428589,605.313757624674
1 Jan 2020 20:28:00.000000000,-29.9349867433388,-63.0565039961683,605.293991837707
1 Jan 2020 20:28:01.000000000,-29.8735512187485,-63.0721927570896,605.274250375803
1 Jan 2020 20:28:02.000000000,-29.8121139992685,-63.0878674774857,605.25453333219
1 Jan 2020 20:28:03.000000000,-29.7506750894113,-63.1035282090287,605.234840799992
1 Jan 2020 20:28:04.000000000,-29.6892344936792,-63.1191750032035,605.215172872209
1 Jan 2020 20:28:05.000000000,-29.6277922165648,-63.1348079113132,605.195529641742
1 Jan 2020 20:28:06.000000000,-29.5663482625509,-63.150426984471,605.175911201368
1 Jan 2020 20:28:07.000000000,-29.5049026361104,-63.1660322736114,605.156317643746
1 Jan 2020 20:28:08.000000000,-29.4434553417067,-63.1816238294809,605.136749061433
1 Jan 2020 20:28:09.000000000,-29.3820063837935,-63.1972017026492,605.117205546855
1 Jan 2020 20:28:10.000000000,-29.3205557668152,-63.2127659435,605.097687192331
1 Jan 2020 20:28:11.000000000,-29.2591034952063,-63.2283166022432,605.078194090062
1 Jan 2020 20:28:12.000000000,-29.1976495733924,-63.2438537289009,605.058726332128
1 Jan 2020 20:28:13.000000000,-29.1361940057893,-63.2593773733246,605.039284010503
1 Jan 2020 20:28:14.000000000,-29.0747367968038,-63.2748875851872,605.019867217026
1 Jan 2020 20:28:15.000000000,-29.0132779508335,-63.2903844139817,605.000476043429
1 Jan 2020 20:28:16.000000000,-28.9518174722666,-63.3058679090306,604.981110581326
1 Jan 2020 20:28:17.000000000,-28.8903553654824,-63.321338119477,604.961770922202
1 Jan 2020 20:28:18.000000000,-28.8288916348511,-63.3367950942954,604.942457157433
1 Jan 2020 20:28:19.000000000,-28.767426284734,-63.3522388822827,604.923169378273
1 Jan 2020 20:28:20.000000000,-28.7059593194833,-63.3676695320702,604.90390767585
1 Jan 2020 20:28:21.000000000,-28.6444907434427,-63.3830870921096,604.884672141172
1 Jan 2020 20:28:22.000000000,-28.5830205609467,-63.3984916106901,604.86546286513
1 Jan 2020 20:28:23.000000000,-28.5215487763213,-63.4138831359306,604.84627993849
1 Jan 2020 20:28:24.000000000,-28.4600753938838,-63.4292617157779,604.827123451897
1 Jan 2020 20:28:25.000000000,-28.3986004179428,-63.4446273980166,604.807993495873
1 Jan 2020 20:28:26.000000000,-28.3371238527985,-63.4599802302597,604.788890160815
1 Jan 2020 20:28:27.000000000,-28.2756457027423,-63.4753202599596,604.769813536999
1 Jan 2020 20:28:28.000000000,-28.2141659720576,-63.4906475343989,604.750763714576
1 Jan 2020 20:28:29.000000000,-28.1526846650189,-63.5059621007025,604.73174078357
1 Jan 2020 20:28:30.000000000,-28.0912017858929,-63.5212640058235,604.712744833885
1 Jan 2020 20:28:31.000000000,-28.0297173389376,-63.5365532965602,604.693775955294
1 Jan 2020 20:28:32.000000000,-27.9682313284029,-63.5518300195485,604.674834237449
1 Jan 2020 20:28:33.000000000,-27.9067437585307,-63.5670942212597,604.655919769872
1 Jan 2020 20:28:34.000000000,-27.8452546335546,-63.5823459480116,604.637032641965
1 Jan 2020 20:28:35.000000000,-27.7837639577002,-63.5975852459546,604.618172942995
1 Jan 2020 20:28:36.000000000,-27.7222717351852,-63.6128121610895,604.5993407621
1 Jan 2020 20:28:37.000000000,-27.6607779702192,-63.6280267392537,604.580536188303
1 Jan 2020 20:28:38.000000000,-27.5992826670041,-63.6432290261331,604.561759310485
1 Jan 2020 20:28:39.000000000,-27.5377858297336,-63.6584190672528,604.543010217403
1 Jan 2020 20:28:40.000000000,-27.476287462594,-63.6735969079871,604.52428899769
1 Jan 2020 20:28:41.000000000,-27.4147875697638,-63.6887625935572,604.505595739837
1 Jan 2020 20:28:42.000000000,-27.3532861554137,-63.7039161690235,604.486930532219
1 Jan 2020 20:28:43.000000000,-27.2917832237067,-63.719057679303,604.468293463071
1 Jan 2020 20:28:44.000000000,-27.2302787787985,-63.7341871691542,604.449684620499
1 Jan 2020 20:28:45.000000000,-27.1687728248371,-63.7493046831903,604.431104092479
1 Jan 2020 20:28:46.000000000,-27.1072653659629,-63.7644102658688,604.412551966856
1 Jan 2020 20:28:47.000000000,-27.0457564063093,-63.7795039615032,604.394028331341
1 Jan 2020 20:28:48.000000000,-26.9842459500017,-63.7945858142532,604.375533273511
1 Jan 2020 20:28:49.000000000,-26.9227340011589,-63.8096558681343,604.357066880815
1 Jan 2020 20:28:50.000000000,-26.8612205638918,-63.8247141670164,604.338629240562
1 Jan 2020 20:28:51.000000000,-26.7997056423044,-63.8397607546155,604.32022043993
1 Jan 2020 20:28:52.000000000,-26.7381892404935,-63.8547956745106,604.301840565967
1 Jan 2020 20:28:53.000000000,-26.6766713625487,-63.8698189701296,604.283489705577
1 Jan 2020 20:28:54.000000000,-26.6151520125526,-63.8848306847617,604.26516794554
1 Jan 2020 20:28:55.000000000,-26.5536311945808,-63.8998308615471,604.246875372486
1 Jan 2020 20:28:56.000000000,-26.4921089127017,-63.914819543489,604.228612072924
1 Jan 2020 20:28:57.000000000,-26.430585170977,-63.9297967734431,604.210378133218
1 Jan 2020 20:28:58.000000000,-26.3690599734614,-63.9447625941282,604.192173639598
1 Jan 2020 20:28:59.000000000,-26.3075333242029,-63.9597170481236,604.173998678152
1 Jan 2020 20:29:00.000000000,-26.2460052272425,-63.9746601778613,604.155853334837
1 Jan 2020 20:29:01.000000000,-26.1844756866147,-63.9895920256433,604.13773769547
1 Jan 2020 20:29:02.000000000,-26.122944706347,-64.0045126336267,604.119651845728
1 Jan 2020 20:29:03.000000000,-26.0614122904604,-64.0194220438364,604.101595871144
1 Jan 2020 20:29:04.000000000,-25.9998784429695,-64.034320298155,604.083569857121
1 Jan 2020 20:29:05.000000000,-25.938343167882,-64.0492074383341,604.065573888921
1 Jan 2020 20:29:06.000000000,-25.8768064691993,-64.0640835059847,604.047608051659
1 Jan 2020 20:29:07.000000000,-25.8152683509161,-64.0789485425869,604.029672430317
1 Jan 2020 20:29:08.000000000,-25.7537288170211,-64.0938025894878,604.011767109727
1 Jan 2020 20:29:09.000000000,-25.692187871496,-64.1086456878933,603.993892174595
1 Jan 2020 20:29:10.000000000,-25.6306455183168,-64.1234778788858,603.976047709462
1 Jan 2020 20:29:11.000000000,-25.5691017614527,-64.1382992034089,603.95823379875
1 Jan 2020 20:29:12.000000000,-25.507556604867,-64.1531097022802,603.940450526725
1 Jan 2020 20:29:13.000000000,-25.4460100525165,-64.167909416181,603.92269797751
1 Jan 2020 20:29:14.000000000,-25.384462108352,-64.1826983856693,603.904976235094
1 Jan 2020 20:29:15.000000000,-25.3229127763183,-64.1974766511647,603.887285383312
1 Jan 2020 20:29:16.000000000,-25.2613620603538,-64.2122442529667,603.869625505862
1 Jan 2020 20:29:17.000000000,-25.199809964391,-64.2270012312406,603.851996686291
1 Jan 2020 20:29:18.000000000,-25.1382564923565,-64.241747626028,603.834399008003
1 Jan 2020 20:29:19.000000000,-25.0767016481709,-64.2564834772448,603.816832554259
1 Jan 2020 20:29:20.000000000,-25.0151454357488,-64.2712088246733,603.799297408176
1 Jan 2020 20:29:21.000000000,-24.953587858999,-64.2859237079792,603.781793652716
1 Jan 2020 20:29:22.000000000,-24.8920289218244,-64.3006281666968,603.764321370699
1 Jan 2020 20:29:23.000000000,-24.8304686281221,-64.3153222402414,603.746880644802
1 Jan 2020 20:29:24.000000000,-24.7689069817835,-64.3300059678994,603.72947155755
1 Jan 2020 20:29:25.000000000,-24.7073439866944,-64.3446793888396,603.712094191319
1 Jan 2020 20:29:26.000000000,-24.6457796467346,-64.359342542103,603.69474862834
1 Jan 2020 20:29:27.000000000,-24.5842139657786,-64.373995466613,603.677434950694
1 Jan 2020 20:29:28.000000000,-24.5226469476951,-64.3886382011729,603.660153240316
1 Jan 2020 20:29:29.000000000,-24.4610785963473,-64.4032707844582,603.642903578983
1 Jan 2020 20:29:30.000000000,-24.3995089155929,-64.417893255033,603.625686048331
1 Jan 2020 20:29:31.000000000,-24.3379379092841,-64.432505651336,603.608500729839
1 Jan 2020 20:29:32.000000000,-24.2763655812676,-64.4471080116923,603.59134770484
1 Jan 2020 20:29:33.000000000,-24.2147919353848,-64.4617003743037,603.574227054519
1 Jan 2020 20:29:34.000000000,-24.1532169754717,-64.4762827772599,603.557138859896
1 Jan 2020 20:29:35.000000000,-24.0916407053589,-64.4908552585284,603.540083201856
1 Jan 2020 20:29:36.000000000,-24.0300631288719,-64.5054178559643,603.523060161124
1 Jan 2020 20:29:37.000000000,-23.9684842498306,-64.5199706073082,603.506069818263
1 Jan 2020 20:29:38.000000000,-23.9069040720499,-64.5345135501782,603.489112253699
1 Jan 2020 20:29:39.000000000,-23.8453225993397,-64.5490467220865,603.4721875477
1 Jan 2020 20:29:40.000000000,-23.7837398355043,-64.5635701604252,603.455295780372
1 Jan 2020 20:29:41.000000000,-23.7221557843433,-64.578083902478,603.438437031673
1 Jan 2020 20:29:42.000000000,-23.6605704496511,-64.5925879854108,603.421611381409
1 Jan 2020 20:29:43.000000000,-23.5989838352168,-64.6070824462825,603.40481890923
1 Jan 2020 20:29:44.000000000,-23.5373959448249,-64.621567322035,603.388059694626
1 Jan 2020 20:29:45.000000000,-23.4758067822547,-64.6360426495032,603.371333816931
1 Jan 2020 20:29:46.000000000,-23.4142163512807,-64.6505084654125,603.35464135533
1 Jan 2020 20:29:47.000000000,-23.3526246556722,-64.6649648063711,603.337982388845
1 Jan 2020 20:29:48.000000000,-23.2910316991941,-64.6794117088863,603.321356996343
1 Jan 2020 20:29:49.000000000,-23.229437485606,-64.6938492093505,603.304765256537
1 Jan 2020 20:29:50.000000000,-23.167842018663,-64.7082773440527,603.288207247977
1 Jan 2020 20:29:51.000000000,-23.1062453021154,-64.7226961491693,603.271683049055
1 Jan 2020 20:29:52.000000000,-23.0446473397087,-64.7371056607744,603.25519273801
1 Jan 2020 20:29:53.000000000,-22.9830481351836,-64.7515059148306,603.238736392921
1 Jan 2020 20:29:54.000000000,-22.9214476922765,-64.7658969472005,603.222314091702
1 Jan 2020 20:29:55.000000000,-22.8598460147187,-64.7802787936325,603.205925912109
1 Jan 2020 20:29:56.000000000,-22.7982431062372,-64.7946514897773,603.189571931749
1 Jan 2020 20:29:57.000000000,-22.7366389705545,-64.8090150711802,603.17325222805
1 Jan 2020 20:29:58.000000000,-22.6750336113882,-64.8233695732797,603.156966878294
1 Jan 2020 20:29:59.000000000,-22.6134270324518,-64.8377150314123,603.140715959598
1 Jan 2020 20:30:00.000000000,-22.5518192374541,-64.8520514808104,603.124499548915
1 Jan 2020 20:30:01.000000000,-22.4902102300996,-64.8663789566076,603.108317723037
1 Jan 2020 20:30:02.000000000,-22.4286000140881,-64.8806974938308,603.092170558595
1 Jan 2020 20:30:03.000000000,-22.3669885931155,-64.8950071274105,603.076058132055
1 Jan 2020 20:30:04.000000000,-22.3053759708729,-64.9093078921713,603.059980519729
1 Jan 2020 20:30:05.000000000,-22.2437621510474,-64.9235998228414,603.043937797751
1 Jan 2020 20:30:06.000000000,-22.1821471373216,-64.937882954049,603.027930042102
1 Jan 2020 20:30:07.000000000,-22.120530933374,-64.9521573203208,603.011957328599
1 Jan 2020 20:30:08.000000000,-22.0589135428789,-64.9664229560856,602.996019732884
1 Jan 2020 20:30:09.000000000,-21.9972949695062,-64.980679895673,602.980117330448
1 Jan 2020 20:30:10.000000000,-21.9356752169218,-64.9949281733183,602.964250196604
1 Jan 2020 20:30:11.000000000,-21.8740542887874,-65.0091678231547,602.948418406516
1 Jan 2020 20:30:12.000000000,-21.8124321887608,-65.0233988792236,602.932622035162
1 Jan 2020 20:30:13.000000000,-21.7508089204953,-65.037621375465,602.916861157368
1 Jan 2020 20:30:14.000000000,-21.6891844876407,-65.0518353457268,602.901135847792
1 Jan 2020 20:30:15.000000000,-21.6275588938422,-65.066040823762,602.885446180915
1 Jan 2020 20:30:16.000000000,-21.5659321427416,-65.0802378432256,602.869792231063
1 Jan 2020 20:30:17.000000000,-21.5043042379763,-65.0944264376801,602.854174072387
1 Jan 2020 20:30:18.000000000,-21.4426751831799,-65.1086066405925,602.838591778873
1 Jan 2020 20:30:19.000000000,-21.3810449819821,-65.1227784853404,602.823045424339
1 Jan 2020 20:30:20.000000000,-21.3194136380089,-65.1369420052034,602.807535082427
1 Jan 2020 20:30:21.000000000,-21.2577811548822,-65.1510972333737,602.792060826619
1 Jan 2020 20:30:22.000000000,-21.1961475362202,-65.1652442029465,602.776622730225
1 Jan 2020 20:30:23.000000000,-21.1345127856373,-65.1793829469292,602.761220866384
1 Jan 2020 20:30:24.000000000,-21.0728769067441,-65.1935134982383,602.745855308061
1 Jan 2020 20:30:25.000000000,-21.0112399031475,-65.2076358896973,602.730526128058
1 Jan 2020 20:30:26.000000000,-20.9496017784507,-65.2217501540406,602.715233399003
1 Jan 2020 20:30:27.000000000,-20.8879625362532,-65.235856323912,602.699977193349
1 Jan 2020 20:30:28.000000000,-20.8263221801508,-65.2499544318697,602.684757583376
1 Jan 2020 20:30:29.000000000,-20.7646807137358,-65.2640445103782,602.66957464121
1 Jan 2020 20:30:30.000000000,-20.7030381405968,-65.2781265918188,602.654428438776
1 Jan 2020 20:30:31.000000000,-20.6413944643187,-65.29220070848,602.639319047851
1 Jan 2020 20:30:32.000000000,-20.5797496884832,-65.3062668925679,602.624246540027
1 Jan 2020 20:30:33.000000000,-20.5181038166681,-65.3203251761966,602.609210986722
1 Jan 2020 20:30:34.000000000,-20.4564568524479,-65.334375591399,602.594212459184
1 Jan 2020 20:30:35.000000000,-20.3948087993936,-65.3484181701181,602.579251028488
1 Jan 2020 20:30:36.000000000,-20.3331596610728,-65.3624529442123,602.564326765529
