NAME,X[km],Y[km],Z[km]
N0468,1838.94962360991,-5711.72018151628,-2155.01747549464
N0469,2773.9710722406,-5728.12083755502,-417.175718213679
N0470,2670.90290493983,-5717.56833241372,-923.1100629084
N0471,2251.15008546931,-5691.4436049089,-1802.30850610155
N0472,1293.8378485725,-5339.10285143319,-3229.6217670365
N0473,2477.29884979757,-4938.00326270589,-3176.98091981287
N0474,873.313688091929,-6146.2135325858,-1458.66135130595
N0475,3841.15853087358,-4963.02040325406,-1135.40558559833
N0476,2176.14637572296,-5394.16998294637,-2620.68373263734
N0477,3658.37593314118,-4316.10765587161,-2935.89874952634
N0478,2527.15860066056,-5157.88961128485,-2764.53059179249
N0479,2800.53266741345,-5678.02485594837,-771.294285612418
N0480,1318.23926812858,-5396.02929075383,-3124.12138810305
N0481,1679.40986305943,-4636.9433251861,-4032.38291846328
N0482,2781.26128755068,-4147.61177047894,-3954.40113819039
N0483,1873.67308374203,-5101.59322575208,-3335.36872747588
N0484,3053.86204450855,-5588.44434451637,-351.297371473972
N0485,3396.93518542436,-4274.1164782008,-3286.44033276295
N0486,3202.35461720875,-4121.78157045839,-3653.30273027557
N0487,3494.49258844974,-4726.47407456674,-2468.20915595545
N0488,2286.18881086252,-5875.94692296514,-961.168935721522
N0489,1866.96083768085,-5785.98747228462,-1921.66789223524
N0490,2702.4423814111,-5702.7511243101,-922.91522105559
N0491,1821.8724763125,-5901.09253928437,-1607.02796863056
N0492,1103.38809370424,-5926.79356285741,-2075.42072705907
N0493,1509.56003279501,-4941.13736865931,-3727.41474764364
N0494,1655.72593555378,-4505.90750490673,-4187.21004598435
N0495,1345.68054481672,-5544.96394268268,-2840.58895227201
N0496,1964.62989763231,-5800.44827871537,-1792.36859792832
N0497,1336.4307296817,-6027.35366607967,-1596.41772436724
N0498,1959.36738877957,-5123.06489225115,-3249.60221557351
N0499,2837.82548538512,-5388.86004873055,-1888.71020833813
N0500,1821.41247999137,-4986.78402605388,-3530.12306015143
N0501,1916.5662263319,-5973.07345251081,-1151.97397684305
N0502,2667.46870314574,-4807.52540264507,-3222.40198167692
N0503,1499.06113320805,-5393.69436164999,-3046.17402133268
N0504,2987.17728768285,-4574.06904407744,-3280.86061673788
N0505,3452.21932520136,-5312.35388850165,-735.574104957861
N0506,1527.47422732929,-5730.233977206,-2339.90815476386
N0507,2580.6132721424,-4476.7269743712,-3726.56969507199
N0508,2007.37664107308,-5893.55074701905,-1381.90045650374
N0509,3228.41802882607,-5487.62996469792,-378.483577145689
N0510,839.659776482637,-5482.56237451328,-3138.59897818186
N0511,2719.39795492419,-4321.02254338626,-3810.0880975148
N0512,2037.01892163836,-5984.81007138091,-843.438640438094
N0513,2292.90207833738,-5699.62738610277,-1713.22031040117
N0514,2221.70344882264,-4318.91932532172,-4120.39339425971
N0515,2428.14514961806,-5533.7452121061,-2047.16736895088
N0516,3858.89625452717,-4985.32273648078,-965.809077972896
N0517,2120.194053607,-5912.29847440536,-1106.96512733916
N0518,2907.11306103286,-4415.69627167871,-3556.21598289716
N0519,3799.90183199837,-4960.00219686842,-1277.75165923623
N0520,2325.17072411471,-5847.41644256528,-1037.88591488535
N0521,1999.58992146636,-5049.30383038752,-3334.58669765947
N0522,3754.74880614772,-4212.888977114,-2962.25114881476
N0523,2664.54112254551,-4531.27765337816,-3600.25487475049
N0524,3379.50332803349,-5204.40370927781,-1471.0069090007
N0525,3515.89637472238,-4448.34793187561,-2912.059165747
N0526,3078.78121426496,-5520.34524944634,-850.828815768467
N0527,1515.52483945932,-5531.64083244792,-2780.80179083938
N0528,3516.71583878557,-5289.2735329928,-579.355315495957
N0529,3384.51081133329,-4786.89109403613,-2504.83634369385
N0530,2867.54346659664,-4658.73754279307,-3268.48263115989
N0531,1223.72620326425,-6150.54290159158,-1159.73734340631
N0532,1637.80325160466,-5910.23768694376,-1745.5857953441
N0533,3256.25801399578,-5157.31016037097,-1859.48090433358
N0534,1866.60553896448,-5064.78439358448,-3395.41402175153
N0535,2044.48558806864,-6023.63969928393,-465.635422472624
N0536,1821.89148450792,-5828.17784575657,-1836.10952872978
N0537,1334.55921537628,-6042.3738416447,-1540.58903122494
N0538,3285.78666206732,-5332.5293264653,-1200.83095892603
N0539,3306.61057118773,-4232.37618821785,-3428.53194747191
N0540,1133.59063122824,-5620.15183424145,-2785.20161800931
N0541,1059.31135528882,-5591.68336026094,-2869.87538327893
N0542,540.510858457304,-5781.86492073273,-2629.06720732862
N0543,1554.36293332343,-5903.60627480823,-1841.02139941413
N0544,713.798212014911,-5932.20588597413,-2224.13269094389
N0545,2542.16589417661,-5244.02754381185,-2584.8186141116
N0546,2705.42196469927,-4877.23048154847,-3083.97764920658
N0547,3400.43935035687,-5360.6941035065,-616.70048381739
N0548,2819.77687831005,-4911.50671281065,-2924.06225351276
N0549,2132.31188427902,-5797.22156630001,-1602.97729039404
N0550,3022.23961223315,-4985.87670519972,-2577.68911818118
N0551,1848.05213460772,-5670.92632450794,-2252.10884470924
N0552,2138.20731374951,-5069.86980371911,-3216.39092100418
N0553,1989.86068585959,-5532.1448068371,-2467.92826373063
N0554,2709.42844226912,-4493.71864854971,-3613.67599847095
N0555,1775.14279088635,-5843.83460975587,-1832.14421494895
N0556,1898.66486336535,-5939.07373818679,-1349.50262548054
N0557,1498.57763832845,-4795.53425225384,-3916.17892463073
N0558,3955.63078539232,-4856.21286556441,-1201.32783951115
N0559,1191.79011543764,-4945.14386709364,-3834.95015772314
N0560,3112.58920678362,-4405.25142025621,-3392.65807500094
N0561,2077.79891120039,-4918.5143646839,-3478.0538291605
N0562,2052.37858567063,-4627.84098420776,-3867.03696146707
N0563,947.852747353495,-6085.21830347919,-1653.4656845917
N0564,2497.11291681396,-5326.53949367133,-2459.84545605857
N0565,3347.42453830596,-5375.70197984883,-759.382609336281
N0566,684.371952300752,-5905.87617600143,-2301.57451954568
N0567,3439.30970075487,-4893.22470881344,-2209.05558773621
N0568,1065.82401319056,-5909.90525214648,-2141.69679403486
N0569,2573.87189946325,-4455.17272564632,-3756.78344108865
N0570,1325.96100767325,-5058.6437134542,-3639.16088331165
N0571,2762.26371548089,-4576.15524819931,-3468.30304707266
N0572,3734.24599283947,-4906.69374138319,-1627.11719578609
N0573,2820.14491360716,-5180.81820002341,-2418.66994232699
N0574,3798.14866420616,-4348.39527779272,-2703.92583443862
N0575,2498.44946257844,-5692.96349585437,-1420.38753050284
N0576,1469.1042426147,-5121.12476395813,-3494.89802221222
N0577,1246.62666973974,-5667.85420242242,-2637.28169637955
N0578,1157.13402718366,-4856.11289487405,-3956.57329270255
N0579,1680.44475281156,-5393.72453536413,-2950.59491996713
N0580,3959.43653638929,-4338.94323841775,-2478.40235854538
N0581,2052.5334081717,-5995.62825083983,-720.753908463508
N0582,3989.92798430461,-4650.47270089132,-1767.45484365035
N0583,894.391945812407,-5140.73713475601,-3655.61825582439
N0584,1800.65651860291,-4698.89602157802,-3906.3009887142
N0585,3299.54175594628,-5444.37152085464,-389.150381135554
N0586,2723.98853038045,-4349.78361037087,-3774.15723084455
N0587,1329.04490175074,-6177.80683296025,-894.129749226578
N0588,2455.09013388635,-5394.83704161826,-2357.01954451068
N0589,2598.17516448178,-5177.84947253287,-2660.07867547971
N0590,1797.91333137891,-4874.36315016743,-3690.56226639192
N0591,1728.95621730105,-5573.64683160468,-2565.48033676776
N0592,1478.10407941863,-5710.29430004566,-2418.50108350666
N0593,3791.34882928692,-4501.44466958354,-2451.53133601247
N0594,2036.84104071209,-4885.26367024374,-3547.87211019589
N0595,2498.91331806214,-5688.59970902317,-1436.81394230271
N0596,1579.8447848597,-6041.80220961654,-1308.39888014228
N0597,2892.33868573357,-4234.33572097368,-3780.11291088534
N0598,2699.9450021557,-4130.04108353986,-4027.96462098623
N0599,3552.17805100167,-4206.97980590482,-3208.52644578745
N0600,2837.16697240241,-4808.27326447208,-3073.85895543287
N0601,3630.54336116738,-5104.99853634909,-1197.51665032884
N0602,3462.07032068663,-4965.04793865144,-2004.56658973039
N0603,3207.69185546508,-5356.49578896606,-1301.14378260379
N0604,1853.36867101632,-4640.20131217627,-3951.5521158073
N0605,3678.41567904213,-5109.49156577939,-1019.92085530057
N0606,1178.80068636469,-6000.60218428261,-1806.09554676252
N0607,3262.58884017683,-5062.88590262627,-2091.66977005829
N0608,2657.55957164148,-5510.91623405973,-1796.89749541885
N0609,2160.59236740012,-5948.43584053224,-791.966689075743
N0610,949.266374983666,-5733.60760846,-2618.9963080818
N0611,3271.48902353943,-5254.43616736877,-1536.23968395349
N0612,2803.63402232048,-5588.58979723874,-1257.24806967756
N0613,1134.50499376472,-5706.84507101013,-2603.8206040634
N0614,1796.00222007973,-4618.90804746175,-4002.23091628949
N0615,2383.01496488478,-5301.17894802277,-2625.93892413555
N0616,1745.20779122618,-5493.01462158932,-2722.49031496156
N0617,3136.28943368341,-5317.64127233911,-1597.99096294148
N0618,3251.82136550618,-5470.50525950858,-423.082330162235
N0619,3380.41926007431,-5255.86057491458,-1273.66151630743
N0620,2351.06328026718,-4684.67512960045,-3622.19763950892
N0621,1161.30574968235,-5995.79219923364,-1833.01880077355
N0622,3836.10944293501,-4987.14502035749,-1044.38685646402
N0623,1282.17726347398,-5732.18321316776,-2477.39875298397
N0624,1957.71742580391,-4544.67417316945,-4011.18387033159
N0625,1730.72309695214,-5899.36495396732,-1704.57498464117
N0626,804.359020945231,-5929.33879141017,-2200.90836006394
N0627,2565.17202771039,-4307.15558457756,-3930.18337564002
N0628,2391.83651982264,-5064.67655593162,-3041.44286968614
N0629,3995.06388473463,-4280.1164674929,-2523.46672830129
N0630,1144.3025806577,-5213.16361804969,-3480.31941528582
N0631,3439.86315100366,-5134.13638368829,-1574.00084446468
N0632,3707.5246594934,-4957.40491545755,-1532.50173259472
N0633,1401.73502964605,-6167.61009656189,-830.728594128575
N0634,3372.87471434741,-5319.88192954749,-1000.09429251242
N0635,2910.28803751391,-5482.64569365099,-1462.68106716569
N0636,1710.26344078413,-4838.14789247129,-3779.60074540965
N0637,3750.53991648736,-4939.29196188618,-1485.60822608754
N0638,2410.79491235417,-4966.47699043203,-3185.28347538618
N0639,3492.94940111908,-4930.42600565187,-2036.32937180805
N0640,951.092400211409,-5801.07695242542,-2466.30559611139
N0641,2816.60639584678,-5219.78183032546,-2338.28526825181
N0642,3313.87708916624,-5113.42778532322,-1878.67671944246
N0643,3045.34034766867,-4132.74885848537,-3772.4144581501
N0644,600.626693727749,-6030.53580995157,-1981.43038383731
N0645,2509.85669490905,-5300.50564423739,-2501.04003867319
N0646,3403.10801532155,-4994.88237837106,-2030.95243452605
N0647,1270.70564787163,-5732.69301639961,-2482.09331068714
N0648,2533.66923134784,-4952.30187562775,-3109.99219933513
N0649,1547.68814565447,-5411.20339681747,-2990.66967254645
N0650,2312.31487370422,-4963.71383467401,-3260.63288840222
N0651,1877.98184360951,-5301.92987193558,-2998.86440207937
N0652,3416.53806716853,-4740.19458201768,-2549.27130481688
N0653,3483.99582436806,-4884.67965392828,-2157.73701896873
N0654,2078.6612815183,-5052.88362140417,-3280.83387557093
N0655,1710.95787331213,-5195.97989616203,-3268.53399823685
N0656,1854.99938765214,-5237.29656015974,-3128.13699397326
N0657,2180.3654154457,-5936.82041464459,-823.788325525001
N0658,3798.77846105768,-4912.498913889,-1451.94326432625
N0659,3298.91526260493,-4032.36515930007,-3667.04447659671
N0660,1930.83482397247,-4949.81921675172,-3519.09583074198
N0661,755.829765184714,-6060.95032410989,-1830.75459530234
N0662,1994.62585714703,-5582.87876626645,-2344.54058501405
N0663,3109.73737593604,-4126.68848486115,-3726.54080921328
N0664,1858.21671339019,-5737.82350513354,-2067.94784815277
N0665,2227.40184765464,-5409.91481390103,-2544.65084263909
N0666,1792.98560223783,-5313.52688905179,-3028.32625392199
N0667,2707.78604545847,-5319.78236302359,-2241.23658904323
N0668,2914.13408165934,-4334.91321656424,-3647.94057780645
N0669,2154.77740369913,-5985.7884650903,-455.789104230337
N0670,1299.18768499286,-4847.72843517628,-3922.84010679084
N0671,2589.15185252249,-4841.44224380136,-3235.47877773578
N0672,2970.85720061731,-4424.83056851906,-3492.14302267445
N0673,1675.34295566175,-5317.6965222919,-3087.37525743702
N0674,2527.60941729027,-4446.97273408982,-3797.55851815762
N0675,2513.57374056458,-5615.62076472039,-1676.64576681487
N0676,1966.48369006962,-5977.05836091921,-1042.02267113471
N0677,1633.5760951816,-5247.54584771748,-3225.73215450483
N0678,3245.12248311496,-4292.57613604246,-3412.51436212232
N0679,2070.29626717336,-4638.53378994052,-3844.7706245641
N0680,1843.6071118724,-5973.32908552124,-1263.21161412297
N0681,2709.93568321323,-5064.62921309626,-2763.59642066387
N0682,1456.01371578679,-5103.78363423671,-3525.40285176972
N0683,1776.62031505304,-4976.65561920301,-3564.37628475741
N0684,2092.52189442642,-4583.32923877569,-3898.34481630854
N0685,3603.62404838174,-4820.34130956459,-2106.32120092127
N0686,2358.19987306288,-5739.80813968867,-1470.50093165566
N0687,1134.36676452432,-5805.48577257349,-2377.43528951163
N0688,2537.96194408327,-4637.64508103881,-3556.384431893
N0689,1459.4157090825,-5495.91359797243,-2879.23668816774
N0690,3752.50948453916,-4880.45788698835,-1664.52409392179
N0691,745.007609530814,-5627.70020822979,-2897.94205683286
N0692,3146.82290837443,-5499.56986529976,-728.301707681142
N0693,3150.1042553204,-4925.73923637145,-2540.12635226252
N0694,2898.40683725305,-4616.21850056609,-3301.19689810076
N0695,3795.38477624076,-4626.09590805518,-2201.73639027834
N0696,2898.96654871453,-4107.47132186057,-3911.81157213901
N0697,2409.38335893133,-5824.84402960463,-970.613623903749
N0698,1192.04648134416,-5965.10423767793,-1911.20727365801
N0699,1275.78906689291,-6171.62375207256,-985.452732996215
N0700,670.436493285773,-5464.50901752632,-3209.50454933834
N0701,2696.58058095334,-5419.02908014404,-2009.12248122067
N0702,2326.39065195346,-5635.66840291736,-1880.40508441706
N0703,1352.10703979498,-4930.87099773473,-3800.22818622801
N0704,1828.8461081949,-4923.7806488478,-3610.64589145661
N0705,3372.59591272478,-5092.85826646961,-1829.78520607251
N0706,2236.74620840918,-5578.12771788997,-2140.54152855876
N0707,3895.62422695473,-4019.91049483131,-3046.7065113525
N0708,2850.45179559822,-5009.85419353288,-2721.91324506866
N0709,2246.585353935,-4417.93357748675,-4001.01930116889
N0710,3618.17933776391,-5026.11417203518,-1522.3679529807
N0711,3427.83078210736,-4951.40638120877,-2094.40458980655
N0712,4065.69096055239,-4797.81559156266,-1061.25665029186
N0713,1513.28632259468,-5893.39221839652,-1906.36803990145
N0714,2001.42447217102,-4766.77926954759,-3723.44388292257
N0715,2023.59863853371,-5075.56090991563,-3280.30803374036
N0716,2634.57574008495,-4435.93851105991,-3737.47844533225
N0717,1140.33587485557,-6081.30778001974,-1543.37589447579
N0718,1873.1235522114,-5643.95979718031,-2298.34086648712
N0719,979.528462691817,-5872.97973794032,-2279.11280723007
N0720,2012.5136025202,-4963.35013727636,-3452.96001403607
N0721,696.570875384067,-5883.71015064955,-2353.74157054797
N0722,2894.71367824177,-4873.09145001054,-2915.13661273847
N0723,2592.71615326871,-5617.45664201568,-1545.56343704167
N0724,3667.44077440745,-4844.486144342,-1935.50203362564
N0725,4182.52176210482,-4450.45402957089,-1835.12488018997
N0726,2617.62060399866,-4951.00466717367,-3042.26439835431
N0727,1510.80763915783,-5947.22224849007,-1734.50749526357
N0728,1536.28629069203,-5968.57466621597,-1636.70203943911
N0729,2438.56805288208,-5565.36885470221,-1943.99037248668
N0730,2014.03252187666,-5971.70743399387,-979.835615651516
N0731,2166.5650296324,-5717.21889645237,-1824.09597053833
N0732,1385.30554135866,-5549.87027801118,-2812.00872188898
N0733,1376.2447475654,-5064.72725086788,-3612.11216196024
N0734,3192.72124742396,-5149.17128618352,-1987.56596996998
N0735,3188.37570563027,-4841.28617711388,-2651.58443953221
N0736,1926.8285920081,-6026.71682213075,-802.949197285467
N0737,2220.12652062161,-5755.5168670676,-1632.46549284472
N0738,2278.98637791797,-4820.07870126273,-3489.75045045413
N0739,2114.00917999368,-5333.04882623848,-2788.92927787799
N0740,3382.23669286952,-3990.54816293616,-3636.95909808926
N0741,3557.89225555498,-4597.49094458336,-2616.69035367767
N0742,2818.27866844476,-5673.0771255446,-742.610190215414
N0743,3419.43461899262,-5223.38704422185,-1302.62311079144
N0744,2302.9978273885,-5531.998032159,-2188.33604595761
N0745,3561.24096350879,-4602.2020809813,-2604.16544548381
N0746,983.842068564206,-5393.72218548516,-3247.99127267136
N0747,2947.21297121484,-4777.21602456058,-3018.66860246149
N0748,2271.01772834101,-5850.45702499993,-1135.69213564207
N0749,2638.12760683783,-4560.55763902355,-3582.81371751543
N0750,1540.97059912023,-4774.90912658549,-3925.4948023863
N0751,4030.27297281216,-4257.49876656641,-2505.96263464199
N0752,2369.12655167085,-5329.36954443697,-2583.4234033542
N0753,3744.23928484091,-4818.85427013189,-1850.58953724167
N0754,2365.85354436259,-4840.83584713513,-3402.41229915034
N0755,2063.90781367885,-5951.21149869629,-1000.51492075947
N0756,2644.24554170933,-4212.46993394822,-3979.58911008357
N0757,4257.16662649828,-4329.07049602896,-1949.66945980013
N0758,1503.01912844477,-6024.6563249264,-1456.59341553734
N0759,3170.0372039313,-4678.38867501506,-2947.47289882493
N0760,2210.07680513833,-4910.59110367855,-3408.50834831487
N0761,3681.7966694238,-4395.08606380692,-2786.82896069564
N0762,1716.56635146655,-6080.43778137245,-871.972762704755
N0763,3152.87961841,-5469.66914183411,-904.662915972965
N0764,1029.85375620424,-6068.17612461482,-1666.91959325966
N0765,3317.62800497366,-4392.56340545763,-3211.40442829444
N0766,2043.20710712705,-5325.36067477458,-2853.22996544129
N0767,3073.08815140922,-4068.19587894359,-3819.46015329131
N0768,3704.38620279545,-4962.81583791883,-1522.31850911633
N0769,2789.83822564081,-5571.55204161927,-1358.25013980937
N0770,3728.42836243378,-4493.5462984727,-2559.48676101104
N0771,1668.30242143604,-4574.80885939678,-4106.88675024926
N0772,2433.54810059131,-4718.09015960307,-3523.67071779213
N0773,3609.85578112917,-4492.87730868829,-2725.47532977379
N0774,2488.48312654427,-5832.29576897094,-686.204864581646
N0775,1616.20831789155,-4623.96438901886,-4072.9221311834
N0776,3432.5872175731,-5303.50032724037,-877.369070087598
N0777,3297.98383408321,-4934.65244254139,-2328.17290392436
N0778,1562.59689769354,-4522.77819219026,-4204.68717024072
N0779,3450.34669793072,-5223.515779962,-1218.91631063697
N0780,2584.64009517249,-5125.03975608529,-2772.34290471247
N0781,2715.81011637898,-4502.71568571504,-3597.77695315444
N0782,4246.57610667009,-4401.2202932083,-1806.39122948546
N0783,4061.08480902485,-4712.22620073058,-1404.66328526212
N0784,1473.70169980781,-5048.17265706827,-3596.90445449157
N0785,3151.33203374385,-4219.23646785902,-3586.25496004186
N0786,3847.73589423028,-4491.06447746916,-2382.05303883841
N0787,2544.37252278009,-5825.34310565917,-521.191660074636
N0788,3034.71301302388,-5560.81072092856,-738.63774881386
N0789,3971.41171061822,-4074.1604549134,-2872.97967093805
N0790,3524.89035592442,-4546.33673623785,-2746.83717814207
N0791,1321.49324461138,-5759.97235553942,-2391.36112576002
N0792,2176.30569690158,-5983.25808761545,-381.989231806158
N0793,2787.05356455938,-5694.13810036215,-698.212594792551
N0794,1385.83066674612,-5322.30378255095,-3219.24171527176
N0795,2457.84770544198,-5779.68558105652,-1108.4889332665
N0796,3887.51004500726,-4807.09814653469,-1564.0447236064
N0797,3823.19687295531,-5051.75482833899,-737.50095835999
N0798,2703.0524641063,-4175.45198490356,-3979.09490706137
N0799,3648.65889841699,-5066.95662432821,-1298.48228195627
N0800,3509.20565549698,-4294.98433416534,-3138.96151340124
N0801,3443.24169379289,-5306.34976497936,-816.899210363248
N0802,2470.22311464557,-4746.05142069579,-3460.43706423894
N0803,2611.95296330298,-4084.03970365526,-4130.87126622997
N0804,3468.58639279132,-4919.01969178293,-2104.62774130099
N0805,2264.25785870559,-5897.11109681193,-880.682060716671
N0806,3882.46242206754,-4611.18402049204,-2079.17359880742
N0807,890.032156551315,-5810.24157879452,-2467.51328162148
N0808,2063.43317216277,-5446.79581314355,-2596.12847860001
N0809,2823.01780717464,-5627.76842069168,-1016.76475695452
N0810,1343.34761660829,-6016.82839727606,-1629.74606777934
N0811,1741.78667821933,-6068.74874359227,-902.570242346058
N0812,1638.42937428801,-5574.93493651878,-2621.10923194716
N0813,2678.3478623121,-4252.1379514541,-3914.60161632441
N0814,1538.74862000028,-5535.98292639031,-2759.46911109913
N0815,3265.30405892823,-4959.72158003802,-2321.22681853057
N0816,1439.89315156459,-5980.13762468767,-1681.18698126726
N0817,3578.74939235966,-5178.2261529327,-1027.95448026938
N0818,3613.98449052714,-4390.2742568649,-2881.38563965591
N0819,2101.18466744387,-4709.85504174505,-3740.75892694635
N0820,2598.81128233686,-5298.37257890367,-2413.53077216599
N0821,4001.60280712092,-4414.29442979915,-2270.16405563377
N0822,2567.90735784433,-5036.14516488019,-2944.05128421174
N0823,2667.03150855007,-4579.80011808571,-3536.86362426067
N0824,3738.14104922839,-4599.70651285179,-2349.11450654153
N0825,2841.06894669575,-5306.827212362,-2102.71305377285
N0826,1553.45407154124,-4538.26902323135,-4191.69913103939
N0827,1076.75139115308,-5934.42287041961,-2067.64586938067
N0828,1168.07822634372,-6012.55825539905,-1773.21806319952
N0829,1426.97536116375,-4733.52232045145,-4016.17169391932
N0830,1897.18078353286,-4546.93787131816,-4037.35180809085
N0831,1992.20882277774,-5158.24479582452,-3173.56657991735
N0832,2730.54701701208,-5126.62709899031,-2626.49664315855
N0833,1138.64598294405,-5780.06617177814,-2436.19882262766
N0834,1623.29870785011,-4924.0950422909,-3702.42885229244
N0835,1684.94819764396,-5663.33818637185,-2393.69964578356
N0836,2260.65588256593,-5770.10478494603,-1505.03439326255
N0837,2691.28483172541,-5192.93367881828,-2535.88026895958
N0838,2412.64801021513,-5034.27451997382,-3074.71650794545
N0839,710.342683263591,-5883.43281801518,-2350.3400305182
N0840,3390.34666509488,-4637.44682392823,-2762.9025417622
N0841,2909.96025875613,-5664.36702467467,-356.376759869795
N0842,3181.37849402825,-5470.11875470257,-797.207448468899
N0843,2122.00219022498,-5819.79633381068,-1532.05674942907
N0844,1903.99558054908,-5852.70897796404,-1684.4495127921
N0845,1124.05002718127,-5767.57992522079,-2472.06202856442
N0846,1811.08898380371,-5960.3406712465,-1369.78696342141
N0847,2254.50307518395,-4339.88107853229,-4080.60758115502
N0848,2859.86922107553,-5261.23506945962,-2189.25376328684
N0849,1626.53546776215,-5614.78625225442,-2542.8027366825
N0850,938.150526382443,-5124.34922290305,-3667.55988314371
N0851,1662.95860707668,-6113.86796827952,-730.771854024083
N0852,2897.75445652621,-5071.03519721426,-2554.66156427641
N0853,3214.6180510987,-5487.20423239453,-486.06734857545
N0854,3729.11109767604,-4487.37349683753,-2569.4319978613
N0855,3675.23915932074,-5096.99192576405,-1091.44355952192
N0856,3934.90205847463,-4942.67986257854,-874.844193726038
N0857,2616.50499108452,-4759.00319621296,-3333.51350972278
N0858,3814.28599322806,-4852.08688475596,-1604.6436559714
N0859,2456.43081500123,-5873.91217280395,-379.528841176149
N0860,2140.78570798201,-5214.46306458533,-2978.38420982834
N0861,1214.05896719864,-5462.03143695443,-3051.27960893276
N0862,2585.96160912042,-5023.46098734635,-2949.86551257953
N0863,3209.27360991341,-4591.37149137296,-3039.94827160449
N0864,2185.09468199607,-5059.53833846545,-3200.67027216537
N0865,2331.37756587722,-5774.66772414145,-1374.34453538777
N0866,3248.84703898997,-5265.20194137744,-1547.61283983231
N0867,810.445529040478,-5538.88283218404,-3046.65490421696
N0868,2929.57869716427,-5558.56081292145,-1093.23317165874
N0869,3387.04831164094,-3989.90242762127,-3633.21295114331
N0870,3241.96467604397,-5030.3129332998,-2198.97968382741
N0871,2590.00250173255,-5717.50458480853,-1129.80970786721
N0872,2856.91593580084,-4781.89824398231,-3096.53812745892
N0873,3722.06421943771,-4194.79905175727,-3027.99700345846
N0874,3435.38043096617,-4262.06004435326,-3262.20667637292
N0875,1318.04877099345,-6166.59667695314,-970.884150997232
N0876,3373.94920168673,-4905.00943127438,-2282.06604578462
N0877,3127.15167074769,-4268.61817207617,-3549.05916451697
N0878,3201.78246118937,-5051.83651254942,-2208.28573466322
N0879,1149.21077013353,-5032.98959922361,-3732.98594448862
N0880,1549.35120684107,-4561.46740980358,-4167.42978453675
N0881,2702.30348660389,-5762.68639927805,-411.774744621962
N0882,545.49773174067,-5760.85729239327,-2673.47587823568
N0883,1347.93676033814,-6147.97123645645,-1057.22746302436
N0884,1977.45335296812,-4960.65900613295,-3476.92068764831
N0885,2366.44405011018,-5252.52302828012,-2734.5108308996
N0886,1996.89685205341,-5112.94678979121,-3239.35638606845
N0887,1483.99391023862,-6130.94920472107,-945.943705685936
N0888,2292.24233509169,-4942.03831462387,-3307.93687873569
N0889,1194.8578965735,-5526.59425742098,-2941.35086281235
N0890,2975.54691661751,-5597.28282925791,-703.159932910254
N0891,1084.99911476711,-6055.33191768666,-1678.53210960348
N0892,2969.75372276254,-4282.50786013076,-3664.82754717079
N0893,3283.84027053604,-5418.64548557532,-730.360575252912
N0894,2730.29084149251,-4479.50177884976,-3615.6019821245
N0895,3844.25735067769,-4650.08044128156,-2062.85621108127
N0896,3051.94255271735,-4770.59491985038,-2924.24512395497
N0897,1602.81975454955,-5140.07429137103,-3407.79900987661
N0898,2984.91469519527,-4605.62858314009,-3238.87616620754
N0899,2507.89592604956,-5300.37374485386,-2503.53192043665
N0900,1672.72807422404,-6033.17679530242,-1222.3343342071
N0901,3786.42363154363,-5084.96656636252,-697.438031008094
N0902,3116.19034998451,-4610.69072604215,-3106.05376264774
N0903,1085.4927172859,-5317.95355325144,-3338.66797872945
N0904,1265.30734662529,-5742.03919819267,-2463.30182532924
N0905,1806.43557137863,-5333.89498492411,-2984.49903736509
N0906,3877.99008633153,-4889.19781913188,-1315.19040160212
N0907,1848.01379423912,-6079.89843338747,-548.355303358612
N0908,3410.04978067101,-5355.80469138415,-606.554122646357
N0909,1714.8308756498,-5092.77815351694,-3424.53297870196
N0910,2386.9257922179,-5399.95724681223,-2415.3975873394
N0911,1821.35794841348,-5951.9130065069,-1395.35211994492
N0912,721.105419850762,-6123.59203654158,-1626.16994591802
N0913,1708.79325876001,-5923.82337557003,-1643.49305975648
N0914,3264.12855765014,-4996.16564441144,-2244.47593283183
N0915,1214.06571832599,-6004.96575849288,-1768.08799962082
N0916,2872.79487637934,-5616.73001141061,-935.669815785687
N0917,1852.0478656991,-5665.20982312764,-2263.11170659867
N0918,2249.57131877823,-5293.46881907767,-2758.27378423848
N0919,3635.73495620564,-4472.42985212835,-2723.8529975054
N0920,3400.02039441812,-5336.83021316405,-797.768679244062
N0921,924.82038318911,-5695.7836662398,-2708.14779805737
N0922,2130.76505899872,-5815.85015049194,-1536.91323771918
N0923,3149.61465525548,-5448.32275383961,-1034.8105529593
N0924,2411.95715093783,-4642.33169006282,-3636.52271289083
N0925,3961.49216238658,-4338.58741497495,-2475.67422098316
N0926,2585.38609796493,-5194.02138797105,-2641.088112092
N0927,1255.95018203278,-5892.54593666457,-2086.13070621041
N0928,3437.49770888288,-5225.24374821185,-1247.10935972031
N0929,2373.56276222707,-5058.48110366879,-3065.7579046432
N0930,2375.96064159074,-5427.37202042152,-2364.91120147106
N0931,3759.18184532066,-4788.206937143,-1899.91071866948
N0932,2950.81740426421,-4806.04592796153,-2969.32306577805
N0933,1810.71918587535,-5498.02942586642,-2669.41298187789
N0934,2697.57014411417,-5297.01929267076,-2305.70116554756
N0935,4018.38119231613,-4173.41442324478,-2658.60503409101
N0936,3373.64403302075,-5309.99585523125,-1048.49326860865
