NAME,X[km],Y[km],Z[km]
N0465,1939.60472657747,-5839.90399675278,-1689.807013112
N0466,2001.47712220449,-5085.06671229787,-3280.67462181077
N0467,3352.00077372899,-4925.64459464267,-2269.91703086946
N0468,2767.14114238815,-5517.31398561493,-1602.55995251583
N0469,3586.33365383963,-4119.19717379161,-3283.0497043481
N0470,3717.43349977759,-4393.9838426196,-2741.41016764456
N0471,3190.49511045242,-4600.25489116629,-3046.01747176122
N0472,2588.76045207491,-5032.22474339953,-2932.55800970223
N0473,2202.11145867902,-5224.02805019107,-2919.76641132388
N0474,3113.78891904692,-5002.09336810579,-2434.19473485584
N0475,2245.14347554428,-5186.38795569221,-2948.51719591387
N0476,1937.49684382605,-5796.0639401526,-1827.86938531986
N0477,2510.74376315141,-5301.72971367183,-2497.3889371279
N0478,3914.49463397274,-4679.67860557091,-1855.55855523704
N0479,2279.22723116573,-5087.48135564248,-3089.1644499288
N0480,1826.05475324512,-4866.3830739228,-3686.54214031397
N0481,1944.16429529825,-5063.83100164136,-3349.21863467993
N0482,2301.09864253597,-5695.02061500498,-1715.41370588057
N0483,2858.55799172695,-5157.43858214324,-2423.45224144255
N0484,2449.43711713816,-4895.04247922564,-3263.38156674716
N0485,2057.71227213102,-5302.03130927797,-2891.27473108857
N0486,2579.64949536127,-5296.05830298006,-2438.21098026793
N0487,1978.0259959985,-4963.80204246514,-3472.14013449634
N0488,3213.3390878958,-5042.45765939806,-2212.90604786337
N0489,3050.97252748626,-4421.17684463776,-3427.58870704014
N0490,3269.34061033386,-4222.54468139433,-3475.75109491435
N0491,3137.29760320828,-4539.98440972185,-3187.51663745477
N0492,3375.13873506876,-5189.54016412963,-1532.37957498447
N0493,2043.55211169802,-4990.48169911213,-3395.39871651514
N0494,2539.45467602157,-5306.27272709471,-2458.16638571524
N0495,1825.91207553999,-5848.16629516161,-1772.62885371389
N0496,3398.00277766446,-3829.06734847026,-3791.50627085031
N0497,2661.81614532982,-5527.51588908018,-1739.07120741443
N0498,2259.48049163088,-5540.95897090959,-2210.76469143717
N0499,2320.33244984122,-5644.18256298991,-1859.38277798039
N0500,3945.23262516153,-4619.96159302244,-1937.42508779122
N0501,2395.54673058767,-5717.23603709996,-1497.59547466298
N0502,2078.74887330055,-4902.32146184286,-3500.14911708167
N0503,2894.55198107376,-5185.09431070345,-2320.17363281804
N0504,2784.1540671959,-5470.46650584932,-1728.12414733469
N0505,2257.65222669397,-5486.04343090921,-2347.90036127266
N0506,3280.11934487311,-5024.95139500196,-2154.4108947388
N0507,2092.61384184398,-4784.69610096333,-3650.14933000219
N0508,3090.45315057165,-5270.00503386288,-1826.86859469169
N0509,2117.6139487719,-4950.95216138333,-3407.98104246641
N0510,2835.34917599262,-5527.97550989215,-1439.36427151837
N0511,3977.36511062393,-4681.22690934706,-1713.53358475598
N0512,2673.98182312872,-5145.98302929264,-2646.70538478049
N0513,2839.48592911467,-4424.18506785976,-3599.64083172257
N0514,3543.53182244079,-4536.38570722107,-2739.80306878211
N0515,2820.39650766847,-5029.87739508569,-2716.33945595813
N0516,4049.09914939229,-4522.88539153974,-1952.18784760032
N0517,2423.60283972471,-5662.97018281514,-1649.97484002206
N0518,1995.9807560043,-5800.60336462897,-1756.54123665505
N0519,3328.73475106265,-4766.6383177778,-2614.70185463005
N0520,3597.32427356737,-5069.74770283865,-1424.31856776263
N0521,2093.59077038092,-5153.1101634965,-3114.01905241704
N0522,3286.99058910526,-5005.57165504816,-2188.65069444541
N0523,2507.34725810191,-4909.00503680724,-3198.09262655802
N0524,3285.13783681517,-5186.52716606147,-1723.42368654918
N0525,2083.78245839873,-5397.56980579241,-2683.88311456315
N0526,3267.83846465104,-5293.2188434024,-1405.21732860427
N0527,2452.91777563,-4825.16450832119,-3362.72662007803
N0528,1579.50520635977,-4896.88913230175,-3756.75430184715
N0529,3518.15042384278,-4851.62180702177,-2177.14532344138
N0530,1594.43669329768,-4985.42765463192,-3632.52315643892
N0531,1932.37333674984,-5918.80205798442,-1396.64535697581
N0532,2197.71626102252,-5756.72242842867,-1657.85478036123
N0533,3272.0678670454,-4639.88909090452,-2897.37845202638
N0534,3757.61739623745,-4707.48808769961,-2092.05099992834
N0535,3331.55893858454,-4559.07743415929,-2956.80684061724
N0536,3060.9775205431,-5417.20398629899,-1398.77713067414
N0537,2166.46451431313,-5003.36287718691,-3299.7800169535
N0538,2898.68700708664,-4280.89774294552,-3722.7568084028
N0539,3404.12090516747,-4214.04493706896,-3355.38597713393
N0540,3028.74555063814,-4283.46150032803,-3615.48745279557
N0541,3791.9384284975,-4691.42979830349,-2066.28276808398
N0542,2385.44137314622,-5019.3532761088,-3119.71784439228
N0543,2186.3001873594,-5338.44865357555,-2721.79259352806
N0544,3010.2884006785,-5243.25113272482,-2025.77157124731
N0545,3291.80857371715,-4222.12348923052,-3455.13341675046
N0546,3346.6490760689,-4507.42533517045,-3018.00658588023
N0547,3878.15327291248,-4433.79043807092,-2439.27203936302
N0548,2488.83368252603,-5483.48688090831,-2108.36449103601
N0549,2824.38980464054,-4737.2387454554,-3192.82585516596
N0550,2821.89712599917,-4619.43538856323,-3361.99559779511
N0551,1791.43609072449,-5674.21282864958,-2289.02620544063
N0552,3148.00429965558,-4379.28942065505,-3393.65232249448
N0553,2627.19084499829,-4621.05128265476,-3513.14097127555
N0554,3680.30596975677,-4165.09763284207,-3118.08487139422
N0555,2474.53331474375,-4967.60164569956,-3133.36539647802
N0556,3732.93070899277,-4798.69708490117,-1924.54175752538
N0557,2661.92728667906,-5293.67250401624,-2353.89008571403
N0558,1897.88821946003,-5150.81133977907,-3242.43287602569
N0559,3118.32179034655,-5123.65112248885,-2162.13513566008
N0560,2272.15415508735,-5502.6161409203,-2293.38882875592
N0561,2398.7354383709,-5715.94732128397,-1497.36888202195
N0562,3084.78031721454,-5101.37959625047,-2260.04319929021
N0563,2163.82511691006,-5209.85532252167,-2969.42241124955
N0564,2538.05488038081,-5602.68660499355,-1682.9436336538
N0565,3453.81822385449,-4659.33869972476,-2646.2441311126
N0566,3158.92797106925,-4656.9850344668,-2992.53243872282
N0567,3032.42786028204,-5101.8222892066,-2328.43052569798
N0568,2986.52634826382,-4209.9586029749,-3734.12649680295
N0569,3127.64263760108,-5060.7314775876,-2292.0283108196
N0570,3556.08656005837,-3967.0380289883,-3495.01546854531
N0571,3677.57484843076,-4916.68901136093,-1722.59568283479
N0572,3251.8625754358,-4252.03829602379,-3456.30531817445
N0573,2600.01786820193,-4396.77171476649,-3806.97127985518
N0574,2029.49260226133,-4881.86472209979,-3556.69785453313
N0575,3188.08765627489,-5051.51292733026,-2228.60693568996
N0576,3394.46555810385,-4786.91864204646,-2491.28870429314
N0577,1844.63730687976,-5869.40177151077,-1694.64795994464
N0578,2766.33203032195,-5210.67149939744,-2416.77123928531
N0579,3069.49879664428,-4657.65499479706,-3082.50761651178
N0580,3645.63021317748,-4237.36718432696,-3061.30955492302
N0581,1829.16734934593,-5605.49342521413,-2423.60561379027
N0582,2922.83350581958,-4915.18794861042,-2815.39555993717
N0583,2134.72773646589,-5841.71433845456,-1410.06207886634
N0584,1775.31438815625,-5048.28211826575,-3460.93840449578
N0585,2838.96631137899,-4760.49598687535,-3145.24990907304
N0586,1983.48039457131,-5380.26084647563,-2787.11480553786
N0587,3145.27660759246,-4693.20138779047,-2950.32079405889
N0588,2035.09124856602,-5183.27964318856,-3102.82023380782
N0589,3194.01355598859,-4000.74827244622,-3791.57613410048
N0590,3607.37986886423,-4554.25298892151,-2624.78563699566
N0591,2889.16512491048,-4295.38483544702,-3713.52269377882
N0592,3786.52813419745,-4517.03205398705,-2430.24164859866
N0593,2953.52781523531,-4480.00326685614,-3436.31565318085
N0594,3298.80546931532,-5099.02860050241,-1942.78833230805
N0595,3354.36517131475,-5190.97486815442,-1571.82898768224
N0596,1676.39228612981,-5377.3715188168,-2982.3609683945
N0597,2095.88361378284,-4998.03471538795,-3352.55758927126
N0598,3469.6297341564,-4432.0869184256,-2991.17402113741
N0599,3041.8258263111,-4659.57924192446,-3106.77371899809
N0600,3912.67642002513,-4672.09649981017,-1877.84631046741
N0601,1766.54079952925,-5305.37566797171,-3057.81060701757
N0602,2157.85245234537,-5770.33623787849,-1661.22309374593
N0603,2522.47766925688,-4641.65684731079,-3562.09922257734
N0604,2134.39443524351,-5134.54307404527,-3115.61781989452
N0605,2805.96168411194,-5265.82456281139,-2246.91331502695
N0606,2754.65399933989,-4927.00504205052,-2959.61105208923
N0607,2598.07610588779,-4564.6397202226,-3606.6747508411
N0608,3983.70267203679,-4665.22004257859,-1742.2712596566
N0609,2894.6505557357,-4901.87922424853,-2866.87110493196
N0610,2417.58789322533,-5035.23062213304,-3069.31030731502
N0611,2853.62686364281,-4762.19474969103,-3129.48742333422
N0612,2990.548857799,-4385.38920304642,-3524.77090036529
N0613,2537.61183007161,-4671.44859538567,-3512.42339066539
N0614,2247.18105324405,-5728.99529177196,-1678.0342342276
N0615,2712.33963608761,-4783.57880982509,-3220.59338512004
N0616,2779.11875516702,-5441.69145343753,-1823.71867584436
N0617,2752.13628812061,-4320.31785164198,-3787.45078191931
N0618,1749.39507506702,-5499.1296780692,-2707.51708598749
N0619,2921.89876517347,-5303.17085934598,-1999.11301875223
N0620,3522.50935250138,-4925.93543095595,-1996.1069265684
N0621,2895.87100256197,-4730.0579568452,-3139.41600294095
N0622,3049.07320630746,-5392.02754382646,-1515.53179018428
N0623,3460.68000495022,-4178.64321301846,-3341.86673271189
N0624,3555.76056524343,-5014.60642647715,-1696.63382883107
N0625,2648.49049835144,-4927.28941199675,-3053.91066586631
N0626,3405.42190925678,-4519.46902236715,-2933.55803677878
N0627,2670.56328677167,-4814.30132497559,-3209.79916870142
N0628,3546.90853682973,-4683.92792955478,-2474.91250566925
N0629,2346.95051752,-5688.32429161152,-1674.43457651107
N0630,3490.4616235833,-5132.46058358499,-1464.96273549216
N0631,2101.30271213261,-5458.20717498961,-2541.54036432625
N0632,2273.52217205567,-5746.9091490013,-1576.61328029566
N0633,3940.2686807669,-4373.16741842716,-2448.76377561421
N0634,2830.77751871891,-4953.83044348732,-2841.48030303549
N0635,3136.93709146802,-3972.50795285277,-3867.63916874862
N0636,3499.42648996232,-4002.75530365564,-3511.33700551807
N0637,3238.83061378083,-5107.57902988626,-2019.33121129724
N0638,2979.96750847705,-4124.35842168164,-3832.90754616955
N0639,3261.38287357767,-4899.6447781385,-2449.43602010771
N0640,2293.83534923576,-5240.66769766253,-2821.49623468383
N0641,2118.81088123116,-5459.79608893925,-2524.64133161762
N0642,3760.72377805637,-4793.26366420362,-1883.63057080658
N0643,1624.01202322436,-4945.99102945609,-3672.95297438921
N0644,2709.8805487628,-4471.11933784344,-3641.0817715015
N0645,2886.51348369723,-4202.79596348899,-3819.29403619858
N0646,2716.42131282632,-4504.31184518577,-3595.32601581982
N0647,1909.57931488876,-5445.75650486228,-2707.17835041974
N0648,1927.02887389845,-4976.74556030112,-3482.62332362505
N0649,3526.98727072092,-4770.14198727485,-2335.515978054
N0650,2412.34248039374,-5661.66266524174,-1671.02403210322
N0651,2565.71719754476,-5117.64952996744,-2803.15415270797
N0652,2988.39320341707,-5215.9776422461,-2125.20761273056
N0653,2594.15260498714,-4842.45641178622,-3229.98642351076
N0654,2862.83912660315,-4226.93357345792,-3810.5262674769
N0655,3528.52153918994,-4504.91297749428,-2810.07538275776
N0656,2094.99265448726,-4952.13266993687,-3420.1231003654
N0657,3457.95109917194,-4957.82957322445,-2029.21302946991
N0658,2384.81365234076,-4667.991622824,-3621.67267643158
N0659,1850.4150421485,-5260.62543603957,-3090.10679567359
N0660,2676.29166885305,-4454.38827541488,-3685.85012825059
N0661,3874.41291671494,-4775.53290461307,-1687.77015701995
N0662,2416.53578820639,-5218.04444322795,-2753.10588372382
N0663,3200.62000960751,-5084.86440705816,-2133.39779673831
N0664,3205.96814581842,-4753.56728503045,-2784.92047970977
N0665,3551.11998933899,-4455.09340231353,-2860.69188749023
N0666,3196.59856507422,-4137.49918040598,-3640.64152912194
N0667,2307.80966337245,-5594.69661998428,-2018.67038961367
N0668,2260.88008770449,-5648.87371016899,-1919.52997301007
N0669,2392.02967150798,-5176.53770273327,-2848.69830613348
N0670,3209.75505537348,-4879.85497872954,-2554.10295186062
N0671,2362.67287276059,-4489.62023557961,-3852.90140644029
N0672,1943.93333782529,-4858.10972441519,-3635.80210477722
N0673,3663.07305773644,-4453.72847522955,-2718.03448642481
N0674,3634.31518144791,-4871.34616795828,-1930.53575963141
N0675,3695.14019033022,-4987.39155317949,-1463.77384829464
N0676,3130.35749271196,-5230.35285829323,-1871.71639253891
N0677,2584.42775089798,-5390.98717822286,-2219.32433485922
N0678,2926.55674124084,-4755.86948332032,-3071.62947189952
N0679,2839.7684993129,-5464.60775838243,-1655.0909161194
N0680,3400.70438524976,-5024.754298343,-1960.53292225967
N0681,2720.0535325785,-5581.76979672827,-1453.82713508883
N0682,2885.03568132225,-4610.77207576678,-3320.31500665668
N0683,2693.01195946762,-5383.1469206009,-2105.4209897802
N0684,2937.99956452445,-4926.52990873146,-2779.82289828859
N0685,3983.57436008343,-4702.95255797111,-1638.72068414473
N0686,1910.26034772123,-5898.93640992286,-1505.8987356145
N0687,2732.57860615809,-5131.58183881255,-2614.76686470055
N0688,2797.43140529632,-5109.91061371214,-2588.64566929589
N0689,2496.84489401106,-5515.00910317405,-2009.0016408149
N0690,3733.99661304893,-4815.00185535866,-1881.11840874164
N0691,3411.43728012036,-5035.50520107611,-1914.01491638086
N0692,3310.5283614964,-4992.45565386295,-2183.07526035093
N0693,2632.46543455804,-4386.52103047417,-3796.49392568075
N0694,2453.37521126365,-4668.05661006061,-3575.78015850653
N0695,2363.46634526928,-5657.34963063277,-1758.71754847605
N0696,1675.3073138126,-5236.20545547368,-3222.77822353907
N0697,3653.82034447209,-4504.09538942704,-2647.15783792498
N0698,3291.94432237798,-4969.89367673982,-2261.3119557367
N0699,2663.32951190571,-4633.24544751725,-3469.79428899678
N0700,1951.51602723041,-5379.9683226535,-2808.58567762323
N0701,2254.40705681006,-5220.55135668003,-2885.05250892686
N0702,1926.85883316323,-5833.54088056894,-1725.61536456466
N0703,3648.88919358111,-4881.41313130247,-1876.93771180058
N0704,2016.96069445717,-4666.99375999784,-3838.73787571751
N0705,3842.17557394677,-4706.74683912752,-1935.97846432523
N0706,3262.08121038891,-5139.75097168296,-1897.24068706524
N0707,3867.20518393504,-4435.13407313032,-2454.0163210835
N0708,2547.28608940524,-5584.38978688246,-1728.86815406574
N0709,3129.32059150097,-5051.52984446587,-2309.84055731017
N0710,2145.37367854267,-5437.54558111564,-2548.96142829547
N0711,1695.3418303112,-5166.15856591176,-3323.11079414394
N0712,3361.23225754396,-4938.29089843351,-2228.19995840583
N0713,3844.68052851956,-4514.49652806918,-2342.38529079137
N0714,3194.8141523872,-4828.66209408312,-2666.85488723718
N0715,3829.60196836603,-4682.40430094837,-2017.80502805732
N0716,2193.67321474854,-5036.80342587643,-3231.26521634005
N0717,3475.85334739996,-5020.35314957905,-1836.97195183632
N0718,2909.00755864617,-4848.08418458737,-2942.2587045162
N0719,3354.42982625001,-5073.03907916956,-1915.60577600199
N0720,2424.04757841768,-5612.98946095898,-1824.96635945003
N0721,3677.49916217551,-4507.71908075776,-2608.11298918499
N0722,3926.18130973645,-4427.27345669172,-2373.55579749025
N0723,3164.53544400733,-4700.39800177038,-2918.33685521037
N0724,2940.87532363505,-4868.52168896298,-2876.56899632713
N0725,2255.42847861339,-4527.88245697428,-3872.11447143568
N0726,2677.35962723621,-4292.61404912045,-3871.14216537689
N0727,2526.24795314305,-5653.82202281491,-1523.05775863455
N0728,2753.84200985675,-5481.21305500714,-1742.38226373993
N0729,2179.70022862034,-5430.55592042054,-2534.79166211958
N0730,3581.88979549369,-4383.18932569325,-2931.28320515656
N0731,2417.444538762,-4919.25269361865,-3251.22604715111
N0732,3688.61283266542,-4421.57250025232,-2735.94851310622
N0733,3028.54913846104,-5051.18410707714,-2440.40021709041
N0734,3848.72491766481,-4680.85294361548,-1984.65403855575
N0735,2478.1865578338,-5289.58632759274,-2554.61744119395
N0736,3862.11805676584,-4281.16492505032,-2717.81393908748
N0737,2535.29466074271,-5476.58922256558,-2063.77376286349
N0738,2608.13267684959,-5326.7341067369,-2341.65474387246
N0739,3231.79320380221,-4658.47490976755,-2912.05267968197
N0740,3614.39937836007,-4119.57843400009,-3251.85505146179
N0741,3783.77613588314,-4369.97098841582,-2689.43441600941
N0742,2684.40181128735,-5300.88084205188,-2311.96101719955
N0743,3464.03728482438,-5074.93812408237,-1705.56466573443
N0744,2843.48579270215,-4737.19474173963,-3176.00056747252
N0745,1843.70944494553,-5821.22701746206,-1836.38713352145
N0746,3334.4611768707,-5246.79739294212,-1422.59470654029
N0747,3565.60237026935,-4113.43896412834,-3312.51789549307
N0748,2269.12505586711,-5778.92749446251,-1457.58801672487
N0749,3246.70134546384,-4623.9847102003,-2949.91293700358
N0750,3503.03771343259,-4396.40412981866,-3005.16396020107
N0751,3122.22764649382,-5302.80257724451,-1672.39261002297
N0752,2842.25272353288,-4185.68166962337,-3870.59110561195
N0753,1821.82030862815,-5871.7692675761,-1709.03102235617
N0754,3344.41076902569,-5120.18072387997,-1805.23299904812
N0755,2950.41879263198,-5140.5476760234,-2348.49329319397
N0756,3869.32162623506,-4849.17331766543,-1477.3654953246
N0757,2905.83735070251,-5441.50162898811,-1616.45963248055
N0758,2393.73566269882,-5094.31967836955,-2991.13751905044
N0759,2000.07918809849,-5654.92139230755,-2161.25472246879
N0760,3271.9046765464,-3907.64259160761,-3821.9273773353
N0761,2098.93165587178,-5023.08848496828,-3313.21975268203
N0762,2619.29130971663,-4435.54223876829,-3748.62450850285
N0763,3505.20799193369,-4316.75526574477,-3115.28553387945
N0764,3630.57150426585,-4820.83027920253,-2058.72377946416
N0765,2678.96475308594,-4875.93116031416,-3108.85920252035
N0766,3509.49476230401,-5109.54124297582,-1499.2027077645
N0767,2566.40424876199,-4930.0354929005,-3118.45400558945
N0768,3413.19432009787,-3883.4367919176,-3722.39469200313
N0769,4087.98320000872,-4648.25725893724,-1534.13554229451
N0770,3644.08605122712,-4492.1029585645,-2680.1123091674
N0771,3390.89494719691,-5086.38891633008,-1813.99314524761
N0772,2626.6548202764,-5581.48792088164,-1616.4824746569
N0773,1785.79648523063,-4817.50162365409,-3768.62139829754
N0774,3627.52632811241,-4760.89575841474,-2197.46404732153
N0775,3226.10969911443,-4886.38617345639,-2520.98710093211
N0776,2394.28437394979,-5206.93454089676,-2791.80603225453
N0777,2869.95461140032,-5248.35972736007,-2206.70299193925
N0778,3291.22557111665,-4894.11161007461,-2421.3840871266
N0779,2762.8663472383,-5039.24224149978,-2757.55532076605
N0780,1651.45130289279,-5338.71528600811,-3064.0460446082
N0781,1718.58706520519,-5176.47815770214,-3295.18988323492
N0782,2014.92028438761,-5150.12016062129,-3169.90110546143
N0783,2367.38236121908,-5333.57641502752,-2576.06502638551
N0784,2871.49872105211,-5050.26257352301,-2624.04017645325
N0785,2586.03954844106,-4980.24274042989,-3021.64749120766
N0786,3273.50098395911,-4567.07518030068,-3008.1199349538
N0787,2086.29341357817,-5492.45541833902,-2478.99986769156
N0788,2718.18272621997,-4398.67042352545,-3721.67672962255
N0789,3206.66705853938,-4500.42592132899,-3174.61391512676
N0790,2172.47467017775,-5340.19798717989,-2730.6362792709
N0791,3481.98789389796,-4056.65902585965,-3466.83175227741
N0792,3033.11286117229,-4478.97454001215,-3368.24272396132
N0793,2794.54371768701,-4218.68819195863,-3869.50523201247
N0794,3166.44926940503,-3942.66121195854,-3874.08026593302
N0795,2766.09872173302,-5418.43343568297,-1910.39867386878
N0796,2808.67551080918,-5034.65089892972,-2719.62608553588
N0797,2926.20434942024,-5129.34859225339,-2402.29041800966
N0798,3549.10413174466,-4726.81496079937,-2389.0844235266
N0799,3267.8165106158,-4538.61580124176,-3056.88540248685
N0800,3604.55364041003,-4867.46527250119,-1993.93953076523
N0801,2205.90305671176,-5461.65305760851,-2448.49450347004
N0802,2046.343299768,-5324.05263258864,-2853.59919619405
N0803,3158.33595958123,-4486.49108760557,-3241.59058102987
N0804,3067.59394119133,-5160.99442988334,-2146.00906105104
N0805,1717.76243040662,-5372.93050023673,-2966.88342024579
N0806,3268.10827289629,-4557.16463036059,-3029.0216032404
N0807,2211.44516703339,-5802.00452929418,-1454.78312209412
N0808,2571.55427008751,-5527.15650770731,-1871.27835135516
N0809,3304.8659706332,-5126.72520227468,-1858.32721520719
N0810,3378.91101859074,-4111.08145574601,-3504.27121567442
N0811,3037.00004377539,-4557.43698609208,-3258.72878475368
N0812,3956.52162842817,-4488.72552562923,-2202.6178365644
N0813,3919.50679079893,-4767.98288718575,-1603.26871702472
N0814,1727.20988458915,-4965.0588435768,-3601.86887089061
N0815,2369.00337078234,-5302.95107665956,-2636.3731220177
N0816,2797.91419937884,-4637.67083921199,-3356.98607284897
N0817,3545.08396424094,-5084.54510385735,-1500.06412705405
N0818,3923.04460805502,-4392.58398233671,-2441.62125088834
N0819,1861.42184717781,-5470.06456786109,-2691.74579753651
N0820,2314.88532135579,-5159.1329637793,-2942.73897104302
N0821,2954.21062982345,-5433.89854745283,-1553.15097506157
N0822,3427.48429331878,-4610.60017979818,-2762.29293040424
N0823,2990.06866907226,-4138.15638585629,-3810.25569054588
N0824,2781.76490026318,-5067.46888588301,-2686.3873898916
N0825,2506.64339873136,-5422.95166990362,-2233.28450057893
N0826,3581.36195767163,-5063.77481927241,-1484.46998332072
N0827,3703.04142412323,-4549.01876218867,-2497.61754976333
N0828,3756.02396537425,-4395.7597769724,-2684.88180390618
N0829,2780.24764147593,-5062.92372865497,-2696.43677797949
N0830,2440.36161265715,-4844.88578073477,-3343.63508320198
N0831,3198.75487524066,-4939.34375682541,-2452.12994269787
N0832,1734.03041693366,-4783.30171454056,-3838.09540292866
N0833,3678.18147327091,-4835.12370277841,-1938.34811641604
N0834,2442.25386716148,-5552.36724729654,-1976.50241449721
N0835,3586.76980719423,-4597.64585384802,-2576.58091184376
N0836,3583.16117831583,-4921.79264978741,-1897.76543835639
N0837,3419.68751427938,-4194.16936306896,-3364.38765457903
N0838,3765.42264743366,-4916.83657575592,-1521.86103465551
N0839,3437.73301072096,-4105.83113842584,-3453.18254446346
N0840,2256.63709075951,-5759.86574397245,-1553.31424932414
N0841,3113.57224358379,-4697.278384918,-2977.13996416852
N0842,2166.85500433245,-5222.71708573367,-2948.1829048064
N0843,2739.57198933074,-4809.38551631606,-3158.9384164364
N0844,2028.61786837821,-5871.34202186942,-1446.54646126913
N0845,2988.22267580617,-4475.07439365692,-3412.92876972612
N0846,1779.27067279975,-5475.74276098055,-2735.11512903585
N0847,1837.29001843368,-5821.8384179849,-1840.84227515884
N0848,2505.54334104365,-5426.19531756666,-2228.63505328919
N0849,2511.31764093378,-5116.29051233139,-2854.03585256836
N0850,2400.08037827364,-5732.08890612655,-1432.51386858205
N0851,2432.400443917,-5706.77822624531,-1478.00353844495
N0852,3825.18574104523,-4840.4132815887,-1613.89699178179
N0853,2191.13021290504,-5343.29558388915,-2707.82984994511
N0854,3271.63755436079,-4759.42761974206,-2698.06288306191
N0855,3490.15446755885,-5097.48092217004,-1582.17135235579
N0856,3178.15916631828,-5128.0730435824,-2062.93247275149
N0857,1859.84291703085,-5499.36520941877,-2632.88008546868
N0858,4049.31280679632,-4723.856582741,-1399.53645005411
N0859,3274.14096168498,-4320.95403635091,-3348.90587396775
N0860,2514.98324481506,-5537.77099570058,-1927.24574616074
N0861,3470.58906464472,-5016.3260286902,-1857.65095398389
N0862,3255.88704316806,-3994.13063812564,-3745.95613388535
N0863,3319.67352759236,-4490.22826494571,-3072.28874111025
N0864,2347.47089741709,-5711.5142251692,-1592.9279310804
N0865,2942.29624444311,-4492.99848836546,-3429.06185799833
N0866,3442.15296878311,-4443.29786698278,-3006.13226859176
N0867,3542.33694920926,-5060.10525962538,-1586.2408375543
N0868,1911.20317380532,-5028.94780582966,-3419.83929999591
N0869,3093.17599235559,-5171.05337150718,-2085.14528113835
N0870,2027.20984460344,-5654.83340492512,-2136.24420981376
N0871,2073.01426368668,-4612.36009063927,-3874.45532343348
N0872,2642.593643848,-4587.81214985565,-3544.79879965667
N0873,3928.23670315151,-4756.57299122762,-1615.72866811485
N0874,3427.94747369128,-4661.77401353084,-2675.13073117606
N0875,2968.74239744031,-4128.29753051307,-3837.34535772177
N0876,2818.84884964521,-4341.77592714411,-3713.61717885727
N0877,3303.22929461457,-4822.57483602033,-2544.30327464875
N0878,2274.15363020616,-5172.26759707778,-2950.95905459217
N0879,1647.00839408923,-5081.09209917124,-3474.09914035243
N0880,3325.09596483327,-4721.48900709408,-2699.29082202677
N0881,2266.21124861473,-5003.03603319046,-3232.20552965339
N0882,2368.98531489962,-5265.58486423219,-2706.5559921705
N0883,3570.91271501885,-4234.59363039432,-3151.27582151264
N0884,3610.31034273492,-4728.01706261042,-2293.7862835204
N0885,3799.9743410519,-4806.15999947822,-1767.81974925047
N0886,3015.25852864344,-4447.46875788099,-3425.05871328041
N0887,2937.80514243351,-4276.97864864938,-3696.68039244565
N0888,2806.34797022772,-4735.18041193083,-3211.59274160428
N0889,2985.39114998297,-5016.04046620139,-2562.20112917317
N0890,2946.69317440089,-5457.4016560849,-1483.89258847502
N0891,1961.49658550951,-5106.19550066359,-3273.17796069244
N0892,2552.6128554008,-4711.68677729483,-3447.66875281096
N0893,3408.93613503445,-4760.35734583995,-2521.93888421949
N0894,2136.21364573969,-5033.80591930507,-3273.08106638274
N0895,3602.09959256238,-4210.31844689639,-3148.32701459032
N0896,3534.79795187953,-5098.65863263895,-1476.6050353809
N0897,3441.75603120073,-3816.13828104241,-3765.16102143051
N0898,3487.1880516087,-5001.32893691063,-1866.92784481854
N0899,3793.19769716165,-4735.46177752596,-1962.33351920019
N0900,3591.84898995703,-3990.74998882496,-3431.29486203503
N0901,3081.45252896639,-4470.7891833951,-3335.36081942842
N0902,2243.91875606983,-5742.59653009432,-1638.03194606708
N0903,2638.29984143695,-5194.50114430833,-2587.48970451386
N0904,3653.83194436742,-4552.21298872917,-2564.20017550346
N0905,3520.48025916827,-4424.0866166241,-2943.57965108022
N0906,3260.48833073172,-5035.41662541491,-2159.97518463105
N0907,1625.00810682202,-4904.09103587368,-3728.06336122606
N0908,1980.40607004455,-5370.63805270027,-2807.56219328708
N0909,1628.88604977201,-4957.28570800701,-3656.20432356664
N0910,3135.42086695717,-5118.1557916592,-2150.45889110821
N0911,2762.92919908523,-5264.96013782394,-2301.19467780801
N0912,3719.30812337045,-4408.34595990253,-2715.99024835363
N0913,3022.45968304612,-5346.98350527414,-1714.21918737578
N0914,1946.72185195594,-5589.21746287087,-2369.37816233692
N0915,3213.87518854626,-5227.39144644063,-1734.26969361648
N0916,3409.10194538838,-4985.59046008569,-2043.61436705376
N0917,3690.29113142381,-4190.43461954005,-3072.30569296859
N0918,2797.07250140847,-4607.9542040076,-3398.06168035188
N0919,1647.95763487641,-5187.06617036794,-3314.41141657215
N0920,2262.53293050001,-5734.71227725192,-1636.56358410142
N0921,2436.20392521761,-4765.85294108534,-3457.39332043252
N0922,2924.89640012309,-5360.5696884459,-1836.45461902982
N0923,2330.70834862708,-4885.99091625749,-3363.49938127392
N0924,1747.82747004041,-5662.387576972,-2350.76622823746
N0925,3299.95680558626,-4796.81491891462,-2595.91450550721
N0926,3440.52276979704,-4792.43173175523,-2417.05677425681
N0927,2856.89629007095,-4458.39257658289,-3543.8161042299
N0928,3389.87745939256,-4421.32513570303,-3095.89152516774
N0929,3584.5488969317,-4013.1278898911,-3412.90439977194
N0930,1730.69108370984,-5223.3334947551,-3214.81850175721
